,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
191,Robert Lucia,"7115 Diana Heights
Victorside, Mt 47375", female,10/5/1957, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.1161388228897888,-1.3414280535101955,-0.22716575022407376,126.0703125,48.81905103,0.044489646,-0.0045035,2.66638796,15.88466712,8.472436508,91.24752024,62.0,0.0
192,Robert Balderrama,"0012 Debra Oval
Ryanside, fL 85387", Male,6/7/1976, White, Married-civ-spouse, Sales,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.4026588183256579,-0.049760330148127474,-0.22716575022407376,119.1875,49.48638544,-0.057378358,-0.273948949,6.975752507999999,31.30468856,5.042874588,26.32192228,43.0,0.0
193,Rod Steele,"30683 Briggs Divide
New Nicholas, OH 78704", Male,3/8/1960, White, Married-civ-spouse, Other-service,f, Husband, Assoc-voc,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,-2.1344887438418665,-0.049760330148127474,-0.22716575022407376,55.34375,47.06452311,2.27949841,5.515417342999999,19.95568562,49.66663661,2.8709925110000003,8.138785645,59.0,1.0
194,Victor Sloan,"35435 Munoz Circles
South Denisehaven, AK 78249", Male,6/3/1988, White, Married-civ-spouse, Handlers-cleaners,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.30262918486256235,-0.049760330148127474,-0.22716575022407376,106.7890625,42.21090135,0.347943671,0.322209558,4.056856187,23.26785526,6.590740403,47.26373471,31.0,0.0
195,Dan Li,"50687 Jessica Creek Apt. 562
South Donaldtown, AZ 92995", Male,27/5/1936, White, Divorced, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.28853556855693246,-0.049760330148127474,-0.22716575022407376,120.5546875,45.54990543,0.282923998,0.419908714,1.358695652,13.07903424,13.31214143,212.59702940000003,83.0,1.0
196,Gregg felch,"107 Chambers Pine
New Devinburgh, RI 50631", female,11/7/1971, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.5531240946417821,-0.049760330148127474,-0.22716575022407376,138.0078125,45.82686441,0.001795353,-0.214401358,3.926421405,28.82004373,7.27274711,51.39411608,48.0,0.0
197,Alva taylor,"187 Mary Mills
Kempside, KS 36442", female,15/5/1955, White, Married-civ-spouse, Adm-clerical,f, Wife, Bachelors,>50K, United-States, State-gov,1.1667590804424672,-0.307121916819555,0.38246975450194576,-1.6574119401277534,-0.22716575022407376,58.21875,34.92982642,2.98209687,11.69646282,19.09949833,49.55731420000001,2.906033522,8.020109575,64.0,1.0
198,timothy Perdue,"7572 Bell Lodge Suite 698
East Megan, HI 81677", Male,27/2/1959, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.8271657981133529,0.7745746796839207,-0.22716575022407376,108.3828125,47.26357627,0.30640027,0.236261004,1.698996656,12.04706624,11.54162776,185.7886014,60.0,0.0
199,Eric Medina,"33635 Phillips Meadow
Sherrimouth, DC 74165", female,12/8/1972, White, Never-married, Prof-specialty,f,Own_child, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,-0.307121916819555,0.020937359085922397,-0.049760330148127474,-0.22716575022407376,141.0625,42.40738991,-0.012301421000000002,0.8551431159999999,1.992474916,13.12695064,10.59198303,150.1718081,47.0,0.0
200,Bill Peterson,"3818 Cooper forges Suite 774
Simmonsland, DC 14896", Male,1/8/1959, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,-1.2874487384618776,-1.6574119401277534,-0.22716575022407376,67.953125,32.80954972,1.463462038,6.730613638,2.022575251,12.26560812,10.75830451,169.8153692,60.0,0.0
201,Charles Langley,"72400 White Shore Suite 441
transide, OR 53363", Male,21/10/1967, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,-0.24654410157287518,-2.6536472093405434,-0.22716575022407376,138.9765625,45.77005449,-0.003719429,0.334451282,3.218227425,22.13798402,7.638368294,62.03858639,52.0,0.0
202,Ken Clay,"39144 Joel Highway
Rodrigueztown, MI 72599", Male,3/10/1951, Black, Never-married, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.192891202907409,-0.21323372346394612,-0.22716575022407376,115.7109375,46.42099342,0.348626592,0.385673572,3.064381271,20.7281747,8.274563918,74.01845935,68.0,0.0
203,Raymond Diaz,"4000 David Well
Leeville, ME 61760", Male,19/10/1965, White, Never-married, Craft-repair,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.0803678229407003,-0.4574700075170363,-0.22716575022407376,25.9765625,32.72242753,5.105107217,27.61179429,59.46070234,66.25276642,1.262784744,0.8329442429999999,54.0,1.0
204,Ralph Carvalho,"890 Chaney Lake
North Jonburgh, KY 25882", female,20/8/1973, Asian-Pac-Islander, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.31089321083387705,0.36102666530117616,-0.22716575022407376,119.3359375,52.81235612,0.15104108300000002,-0.359222344,5.951505017000001,29.17260918,5.520140372,31.45919476,46.0,0.0
205,Daniel Love,"52244 Morgan freeway
Emmaside, PA 96873", Male,1/10/1975, White, Married-civ-spouse, Adm-clerical,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.97366988513023,-0.049760330148127474,-0.22716575022407376,133.375,52.30469625,-0.277426677,-0.18738837100000005,103.2416388,71.5961109410067,-0.218056166,-1.870904112,44.0,0.0
206,Michael Elliott,"231 Chang Parkways Suite 217
Aaronshire, NV 85740", Male,1/11/1962, White, Married-civ-spouse, Protective-serv,f, Husband, HS-grad,<=50K, United-States, Local-gov,-0.44728577589804736,-0.307121916819555,0.056979121550125474,0.19636440544122,-0.22716575022407376,119.3671875,39.86831274,0.164137219,0.773472857,4.067725753,21.82120862,6.8879973560000005,52.76438005,56.0,0.0
207,Jose Sanchez,"6618 Petty Drives
Hamiltonhaven, WI 12096", Male,13/3/1962, White, Married-civ-spouse, Sales,f, Husband, Assoc-voc,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,-0.19578333619960891,-0.049760330148127474,-0.22716575022407376,122.3984375,52.99754414,0.311513075,-0.210571752,2.7834448160000003,17.1365486,8.203993288,80.25974744,57.0,0.0
208,Peter Moore,"USS George
fPO AP 84200", female,25/2/1983, White, Never-married, Priv-house-serv,f,Own_child, 11th,<=50K, United-States, Private,-1.1834549059276278,-0.307121916819555,-1.7392278334176041,-1.3414280535101955,-0.22716575022407376,134.8359375,50.72363498,-0.299901759,-0.243263644,2.269230769,18.35189536,9.078859855,89.74845566,36.0,0.0
209,Russell Gallagher,"Unit 1394 Box 9311
DPO AP 65632", female,28/8/1957, White, Divorced, Adm-clerical,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.07238985041834171,-0.049760330148127474,-0.22716575022407376,33.9140625,36.31976634,4.561125864,22.33154978,80.23076923,65.91244734741403,0.558919817,-1.100622926,62.0,1.0
210,Richard Huey,"533 Lee Plains
Pittsberg, NV 72286", Male,3/5/1977, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,-0.06550950015067751,0.7745746796839207,-0.22716575022407376,126.8046875,54.09858746,0.028724348,-0.464833867,5.433946487999999,27.74799673,5.6757008220000005,33.32215494,42.0,0.0
211,Raul Vernon,"462 Patel Corners
South Danielville, NY 06238", female,29/6/1967, White, Never-married, Other-service,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.43269497181877925,-0.8617005319262813,-0.22716575022407376,134.3828125,50.27519908,0.291185528,-0.163103815,3.97826087,22.4988189,6.7424379,49.89295749,52.0,0.0
212,Anton Saulter,"026 Robert Overpass Suite 362
Ryanburgh, ID 51438", female,19/12/1965, White, Divorced, Exec-managerial,f, Unmarried, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.13429416379449677,-0.049760330148127474,4.4020719589509465,120.1328125,51.85080326,0.169761542,-0.268241204,1.27173913,12.99294524,12.80593116,188.5117996,53.0,0.0
213,Oliver Starr,"7722 Joseph Springs
Port Kevin, PA 08172", female,14/10/1955, White, Never-married, tech-support,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.16567645408358425,-0.049760330148127474,-0.22716575022407376,120.109375,59.08550932,0.07896123299999999,-0.866533815,12.54682274,48.33945239,3.840842499,13.39324059,64.0,0.0
214,William Brand,"12717 Pamela Crossing Suite 075
West April, OH 11677", Male,17/8/1946, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.6985257158173892,-0.049760330148127474,-0.22716575022407376,74.625,39.60804053,0.801789614,2.142987592,3.774247492,22.79817379,7.454418164,60.64645073,73.0,0.0
215,Brian Yee,"0989 Allen Mill Suite 824
Hallview, MS 17382", Male,9/12/1978, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.23735708978079112,-0.049760330148127474,-0.22716575022407376,97.1484375,47.75933970000001,0.5540797470000001,0.444740248,1.090301003,12.54830957,13.73697296,215.365048,40.0,0.0
216,Justin thomas,"5506 Keith fall Suite 988
Christopherfurt, AK 57908", female,27/6/1971, White, Divorced, farming-fishing,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,2.2653133048813054,-0.049760330148127474,-0.22716575022407376,102.859375,40.06629942,1.252549145,3.01651958,7.440635452,36.65760386,5.072662074,24.99234876,48.0,1.0
217,Richard Stokes,"153 Amber Meadows Suite 923
Nelsontown, OK 55376", Male,29/10/1945, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.39190432935008224,1.6089756412038498,-0.22716575022407376,82.6953125,41.06959767,1.7855584219999998,5.343621096000001,10.42307692,39.22450521,4.292418507,18.91628759,74.0,1.0
218,Bruce Gaytan,"71969 Barnett Station Suite 996
Lake Rebeccatown, KY 96738", Male,19/12/1968, White, Married-civ-spouse, tech-support,f, Husband, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.6807423515916101,-0.049760330148127474,-0.22716575022407376,122.0390625,49.17418059,0.104157358,0.06206649700000001,4.420568562,27.73852853,6.622844605,44.45024189,50.0,0.0
219,Patrick Milligan,"312 Susan Court Apt. 029
New Robert, ME 63065", Male,9/10/1972, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,0.07433385923328585,-0.049760330148127474,-0.22716575022407376,130.1328125,48.4533234,0.142145106,-0.231558671,1.721571906,15.21216408,11.0142905,135.113116,47.0,0.0
220,Jerry Robinson,"2265 Aaron Hills
Lake Colleen, VA 26543", Male,23/5/1959, White, Married-civ-spouse, Machine-op-inspct,f, Husband, 10th,<=50K, United-States, Private,-1.5306909589764228,-0.307121916819555,0.1486093961717109,0.032162044518344174,-0.22716575022407376,130.25,48.72403155,0.0006372390000000001,-0.449895335,0.969899666,12.77778029,15.93818523,282.6078662,60.0,0.0
221,Hector Robinson,"765 Jessica Port
Barbaraville, Ct 87699", female,23/10/1977, White, Widowed, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.7824364192063739,-0.049760330148127474,4.402072070302841,85.203125,43.58600682,1.140160744,2.280304897,4.195652174,27.13958434,6.859586375,47.7281995,41.0,1.0
222,John Moody,"45040 Lewis Shoals
Whiteland, ND 74157", Male,9/4/1940, White, Married-civ-spouse, Other-service,f, Husband, Assoc-voc,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,-1.0113228412416668,-0.049760330148127474,-0.22716575022407376,62.1640625,45.52056152,2.438793131,6.897894438,16.84615385,49.43283417,3.102149052,8.877464039,79.0,1.0
223,Keith Leer,"4978 Lauren Isle Suite 271
taylorborough, ND 16729", Male,17/9/1952, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Self-emp-inc,-0.06036390113009848,-0.307121916819555,0.5369970103418427,0.7745746796839207,-0.22716575022407376,75.734375,34.44594596,1.974610962,8.210833977,12.33277592,36.37485482,3.623148117,14.51918499,67.0,1.0
224,Mario Klein,"6470 Michael Shores
Denisefurt, OR 35966", Male,14/3/1949, White, Never-married, Craft-repair,f, Own_child, 11th,<=50K, United-States, Private,-1.1834549059276278,3.256092357723351,-0.04902663836066091,-0.049760330148127474,-0.22716575022407376,38.484375,42.75547925,3.590710146,13.66344214,89.38294314,65.7849098,1.010050723,-0.050717106,70.0,1.0
225,Richard flores,"97359 Bates Circle
Lake Jacob, AR 68329", Male,14/7/1985, White, Never-married, Machine-op-inspct,f, Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.6224820029814476,-0.049760330148127474,-0.22716575022407376,109.2109375,39.40210423,0.535127067,1.88769848,2.421404682,19.76106464,9.120967561,87.96243863,34.0,0.0
226,Eric Rye,"334 Monica Villages
South Annetteton, HI 24266", female,21/5/1976, Black, Never-married, Adm-clerical,f,Own_child, Some-college,<=50K, United-States, federal-gov,-0.06036390113009848,-0.307121916819555,0.44909326298060176,-0.049760330148127474,-0.22716575022407376,114.859375,41.4526715,0.1889139,0.591629051,2.5794314380000003,16.02431926,9.18324238,105.9045928,43.0,0.0
227,John Mallari,"USNS Hardy
fPO AA 26526", Male,18/12/1979, White, Married-civ-spouse, Other-service,f, Husband, Preschool,<=50K, United-States, Private,-2.9863886679967684,-0.307121916819555,-0.24117234877717744,-0.049760330148127474,-0.22716575022407376,109.0078125,49.80297056,0.460418793,0.227140753,2.459866221,18.90366958,9.335046602,95.61100464,39.0,0.0
228,Paul Gibson,"55104 Chris Mission Suite 468
New Joshuaborough, SD 38712", female,31/1/1982, White, Married-civ-spouse, Other-service,f,Own_child, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.9474406086341193,-0.049760330148127474,-0.22716575022407376,118.28125,47.95520982,0.049466148,-0.215712049,1.072742475,13.3150866,14.05760653,211.9565655,37.0,0.0
229,Ryan Peterson,"3903 Matthew Parks
Port Marcfort, ID 56663", female,3/6/1968, White, Never-married, Other-service,f,Own_child, 12th,<=50K, United-States, Private,-0.8219531813774381,-0.307121916819555,0.32608591842676815,-2.5793401011184796,-0.22716575022407376,106.078125,45.24665205,0.116565207,0.25644737300000003,1.925585284,13.90069827,10.22837889,130.7989663,51.0,0.0
230,John Steffen,"PSC 0418, Box 6975
APO AE 40563", female,1/2/1968, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.1268053301369385,0.36102666530117616,-0.22716575022407376,119.203125,47.23120648,0.258063763,-0.024348383,3.227424749,20.28521836,8.179914236,75.3767656,51.0,0.0
231,Justin Murillo,"83190 franco Key Suite 175
Wyattside, ID 58208", female,27/4/1952, White, Divorced, Craft-repair,f,Other_relative, HS-grad,<=50K, Vietnam, Private,-0.44728577589804736,-0.307121916819555,-0.6601746478298078,-0.049760330148127474,-0.22716575022407376,116.0625,38.21909495,0.419096681,1.483564652,0.850334448,12.33066608,16.65469427,300.6303698000001,67.0,0.0
232,Quincy Smith,"110 Jocelyn Oval
Johnsonmouth, SC 44112", female,16/4/1952, White, Married-Af-spouse, Other-service,f,Other_relative, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.9646313040115266,-2.4292422623277368,-0.22716575022407376,89.9140625,38.36075211,0.994116093,2.604717747,13.89046823,43.23062378,3.145293735,8.950984428,67.0,1.0
233,tony Mills,"318 Mark Views Apt. 483
Villanuevahaven, tX 40241", female,23/10/1968, White, Married-civ-spouse, Other-service,f, Wife, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.453397162130515,-0.049760330148127474,-0.22716575022407376,120.9921875,42.13195345,-0.121952426,0.48927122,1.780100334,13.19278099,11.98139135,179.4947761,51.0,0.0
234,Michael Jones,"743 Morrison ferry Apt. 921
South Richard, NC 33924", Male,13/4/1981, White, Divorced, Machine-op-inspct,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.372053169773151,-0.049760330148127474,-0.22716575022407376,77.859375,45.07437159,1.73082618,3.978892072,1.336956522,12.14258952,15.41355777,267.4616709,38.0,1.0
235,Dean Moon,"7824 Zamora Mountain Apt. 018
Lake Emilyport, IL 96164", Male,22/4/1977, White, Married-civ-spouse, Craft-repair,f, Husband, 1st-4th,<=50K, United-States, Private,-2.7427672463247537,-0.307121916819555,1.8092534756366814,-0.4574700075170363,-0.22716575022407376,123.1875,50.97682531,0.06567484700000001,-0.442852675,2.621237458,16.78253144,8.989574026,97.82837223,42.0,0.0
236,John Verch,"Unit 8525 Box 0149
DPO AA 90379", female,22/2/1966, White, Never-married, Other-service,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-2.170958047651894,-0.049760330148127474,-0.22716575022407376,137.5859375,54.63251198,-0.275893858,-0.23570979600000005,1.908862876,16.67661797,10.79701565,129.5441697,53.0,0.0
237,Cary Montgomery,"184 Joseph Drive Suite 005
Joemouth, NE 33839", Male,2/1/1962, Black, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, federal-gov,-0.44728577589804736,-0.307121916819555,-2.145993899990173,-0.049760330148127474,-0.22716575022407376,132.1484375,42.23392628,0.498670619,0.654281044,2.451505017,14.59893555,9.134046585,109.0262367,57.0,0.0
